img_name,text_descriptions,,,,,,,,,,,,,self_label
image_1106.png,a photo of a man sitting on a train,,,,,,,,,,,,,
image_1107.png,a photo of a man sitting in a chair with his hands up,,,,,,,,,,,,,
image_1108.png,a photo of hillary and a man in a suit,,,,,,,,,,,,,
image_1109.png,a photo of a young boy in a suit and tie,,,,,,,,,,,,,
image_111.jpg,a photo of person and person on the set of friends,,,,,,,,,,,,,
image_1110.png,a photo of a man with long hair and glasses,,,,,,,,,,,,,
image_1111.png,a photo of a man in a suit and tie,,,,,,,,,,,,,
image_1112.png,a photo of a car in the fog,,,,,,,,,,,,,
image_1113.png,a photo of a man with his hands in the air,,,,,,,,,,,,,
image_1114.jpg,a photo of a man in a suit and tie,,,,,,,,,,,,,
image_1115.png,"a photo of a man in a blue suit with the capt that reads, when you ' ret someone",,,,,,,,,,,,,
image_1116.jpg,a photo of a baby drinking a beer,,,,,,,,,,,,,
image_1117.jpeg,a photo of a baby with an iphone in it ' s hand,,,,,,,,,,,,,
image_1118.png,a photo of a man and woman talking to each other people,,,,,,,,,,,,,
image_1119.jpg,a photo of a baby drinking from a beer glass,,,,,,,,,,,,,
image_112.jpg,a photo of two people in a car,,,,,,,,,,,,,
image_1120.jpg,a photo of a baby sitting at a table with a beer,,,,,,,,,,,,,
image_1121.jpg,a photo of a little boy sitting at a table,,,,,,,,,,,,,
image_1122.jpg,a photo of a baby sitting at a table with beer,,,,,,,,,,,,,
image_1123.jpg,a photo of president obama drinking a beer,,,,,,,,,,,,,
image_1124.jpeg,a photo of a baby on a motorcycle next to a beer,,,,,,,,,,,,,
image_1125.jpg,a photo of a baby crying in the grass,,,,,,,,,,,,,
image_1126.jpg,a photo of a baby drinking from a bottle,,,,,,,,,,,,,
image_1127.png,a photo of a cartoon character with the words ' are you drunk because now am? ',,,,,,,,,,,,,
image_1128.jpg,a photo of a child sitting at a table eating food,,,,,,,,,,,,,
image_1129.jpg,a photo of a baby sitting at a table,,,,,,,,,,,,,
image_113.jpeg,a photo of a man in a suit leaning against a wall,,,,,,,,,,,,,
image_1130.jpg,a photo of a baby in a green shirt,,,,,,,,,,,,,
image_1131.jpg,a photo of a man holding a baby,,,,,,,,,,,,,
image_1132.jpg,a photo of a baby sitting at a table with a beer,,,,,,,,,,,,,
image_1133.jpg,a photo of a baby wearing a pink hat,,,,,,,,,,,,,
image_1134.jpg,"a photo of a baby with the words wait, wait you ' re",,,,,,,,,,,,,
image_1135.jpg,a photo of a baby drinking a glass of beer,,,,,,,,,,,,,
image_1136.jpg,a photo of a baby sitting at a table with beer,,,,,,,,,,,,,
image_1137.jpg,a photo of a baby with a glass of beer,,,,,,,,,,,,,
image_1138.jpg,a photo of a kid in a green shirt with the capt that reads got drunk last night didn ' t,,,,,,,,,,,,,
image_1139.jpg,"a photo of a baby in a chair with the capt that says, i drink a bottle of milk factory",,,,,,,,,,,,,
image_114.jpeg,a photo of a man in a suit and tie,,,,,,,,,,,,,
image_1140.jpg,a photo of two babies sitting on the floor,,,,,,,,,,,,,
image_1141.jpg,a photo of a baby in a green shirt,,,,,,,,,,,,,
image_1142.jpg,a photo of a baby and a beer,,,,,,,,,,,,,
image_1143.png,a photo of a black background with the words drink love,,,,,,,,,,,,,
image_1144.png,a photo of a baby sitting at a table with a beer,,,,,,,,,,,,,
image_1145.jpg,a photo of a baby sitting at a table with beer,,,,,,,,,,,,,
image_1146.jpg,a photo of a baby with a glass of beer,,,,,,,,,,,,,
image_1147.jpg,a photo of a baby sitting at a table with a beer,,,,,,,,,,,,,
image_1148.jpeg,"a photo of a baby with the capt that says, i don ' t know what you ' reting",,,,,,,,,,,,,
image_1149.jpg,a photo of a baby sitting at a table with beer,,,,,,,,,,,,,
image_115.jpg,"a photo of a man in a suit and tie, with the capt that reads, ` ' do not",,,,,,,,,,,,,
image_1150.png,"a photo of a pokemon with the capt that reads, me noo never",,,,,,,,,,,,,
image_1151.png,a photo of a baby wearing a pink hat,,,,,,,,,,,,,
image_1152.png,a photo of a baby wearing a green hat,,,,,,,,,,,,,
image_1153.png,a photo of a baby looking at the camera,,,,,,,,,,,,,
image_1154.jpg,a photo of a little girl with fire in the background,,,,,,,,,,,,,
image_1155.png,a photo of a baby crying,,,,,,,,,,,,,
image_1156.png,a photo of three people sitting on a porch,,,,,,,,,,,,,
image_1157.png,a photo of people toasting with alcohol,,,,,,,,,,,,,
image_1158.jpg,a photo of a man painting on a ease,,,,,,,,,,,,,
image_1159.png,a photo of some blue and white vases,,,,,,,,,,,,,
image_116.jpeg,a photo of a bald man with glasses on,,,,,,,,,,,,,
image_1160.png,a photo of a little boy sitting at a table,,,,,,,,,,,,,
image_1161.jpg,a photo of a woman with red hair and glasses,,,,,,,,,,,,,
image_1162.jpg,a photo of a woman with glasses on her face,,,,,,,,,,,,,
image_1163.jpg,a photo of a woman with red hair and glasses,,,,,,,,,,,,,
image_1164.jpg,a photo of a man talking on the phone,,,,,,,,,,,,,
image_1165.jpg,a photo of a man sitting at a table with a beer,,,,,,,,,,,,,
image_1166.jpeg,a photo of a woman with red hair and glasses,,,,,,,,,,,,,
image_1167.jpeg,"a photo of a cartoon character with the capt that reads, ` when you ' reting the picker",,,,,,,,,,,,,
image_1168.jpeg,a photo of some people walking down the street,,,,,,,,,,,,,
image_1169.png,a photo of watermels on a yellow background,,,,,,,,,,,,,
image_117.jpg,"a photo of the face of a person with text that says, ` ` ' y mary robin?",,,,,,,,,,,,,
image_1170.png,a photo of a man with glasses and the words what if do you??,,,,,,,,,,,,,
image_1171.jpg,a photo of a man and woman talking to each other people,,,,,,,,,,,,,
image_1172.jpg,a photo of a man holding a camera,,,,,,,,,,,,,
image_1173.jpg,a photo of a man and woman talking to each other people,,,,,,,,,,,,,
image_1174.jpg,a photo of a quote on a pink background,,,,,,,,,,,,,
image_1175.jpg,a photo of a woman with red hair and glasses,,,,,,,,,,,,,
image_1176.jpg,a photo of a woman holding a sign with the words who needs feminism?,,,,,,,,,,,,,
image_1177.jpg,"a photo of a woman with the capt that says, ` ' me can ' t be because they should",,,,,,,,,,,,,
image_1178.jpg,a photo of a woman with red hair and glasses,,,,,,,,,,,,,
image_1179.jpeg,"a photo of a woman in a white dress with the capt that reads, ` ' everyone google search and",,,,,,,,,,,,,
image_118.jpg,a photo of a man in a suit with the words be awesome,,,,,,,,,,,,,
image_1180.jpeg,a photo of a man in a classroom with the capt that says it ' s things feminists think right,,,,,,,,,,,,,
image_1181.jpg,a photo of a girl wearing glasses with the words let the kitchen to my times,,,,,,,,,,,,,
image_1182.png,a photo of a woman with glasses on,,,,,,,,,,,,,
image_1183.jpg,"a photo of a man in sunglasses with the capt that says, what do you want??",,,,,,,,,,,,,
image_1184.jpg,a photo of a woman with her hands in the air,,,,,,,,,,,,,
image_1185.jpg,a photo of a dog on a pink and blue background,,,,,,,,,,,,,
image_1186.jpg,a photo of a man sitting at a desk with his head in his hands,,,,,,,,,,,,,
image_1187.jpg,a photo of a man with his mouth open,,,,,,,,,,,,,
image_1188.jpg,a photo of an image of a man with a heart on his chest,,,,,,,,,,,,,
image_1189.jpg,a photo of the text on a white background,,,,,,,,,,,,,
image_119.jpg,a photo of a man in a suit and tie,,,,,,,,,,,,,
image_1190.jpg,a photo of a woman in a blue suit,,,,,,,,,,,,,
image_1191.jpg,a photo of a dog with glasses on it ' s face,,,,,,,,,,,,,
image_1192.jpg,a photo of a woman holding a sign that reads stand with planned parenthood,,,,,,,,,,,,,
image_1193.jpg,a photo of two women standing next to each other women,,,,,,,,,,,,,
image_1194.jpg,a photo of a man with long hair and a mustache,,,,,,,,,,,,,
image_1195.jpg,a photo of a woman with her hands up in the air,,,,,,,,,,,,,
image_1196.jpg,a photo of a man with a crown on his head,,,,,,,,,,,,,
image_1197.jpg,a photo of a girl with glasses on her face,,,,,,,,,,,,,
image_1198.jpg,a photo of a girl with long hair and glasses,,,,,,,,,,,,,
image_1199.jpg,a photo of two people sitting on a couch watching tv,,,,,,,,,,,,,
image_12.jpg,a photo of president obama and his wife in the white house,,,,,,,,,,,,,
image_120.jpg,a photo of a man in a suit talking to another man,,,,,,,,,,,,,
image_1200.png,a photo of a girl with a capt that reads you don ' t understand the dictionary definition of feminism,,,,,,,,,,,,,
image_1201.jpg,a photo of a person in a yellow shirt,,,,,,,,,,,,,
image_1202.png,a photo of a man in a shirt and tie,,,,,,,,,,,,,
image_1203.jpg,a photo of a girl with long brown hair,,,,,,,,,,,,,
image_1204.jpg,a photo of a man wearing glasses and smiling,,,,,,,,,,,,,
image_1205.jpg,a photo of a black and white cat sitting on the floor,,,,,,,,,,,,,
image_1206.jpg,a photo of a little girl holding an owl,,,,,,,,,,,,,
image_1207.png,a photo of a girl with the capt that says feminism is not feminist,,,,,,,,,,,,,
image_1208.png,a photo of two women holding signs with the words feminist then now,,,,,,,,,,,,,
image_1209.jpg,a photo of two people in superman costumes,,,,,,,,,,,,,
image_121.jpg,a photo of a man in a suit holding a glass,,,,,,,,,,,,,
image_1210.jpg,a photo of a woman with red hair and glasses,,,,,,,,,,,,,
image_1211.jpg,a photo of a man with glasses and the capt that says what i told you,,,,,,,,,,,,,
image_1212.jpg,a photo of a woman with her mouth open,,,,,,,,,,,,,
image_1213.jpg,a photo of a person drinking tea on a balcony,,,,,,,,,,,,,
image_1214.jpg,a photo of an old man sitting in a chair,,,,,,,,,,,,,
image_1215.jpg,"a photo of a woman in a room with a sign that says, only respect women are afraid to",,,,,,,,,,,,,
image_1216.jpg,a photo of a predator with its mouth open,,,,,,,,,,,,,
image_1217.jpg,a photo of a man and woman in baseball uniforms,,,,,,,,,,,,,
image_1218.jpg,"a photo of a woman with a pink background and text that reads, ' i can ' t stand it",,,,,,,,,,,,,
image_1219.jpg,a photo of a woman with red hair and glasses,,,,,,,,,,,,,
image_122.png,"a photo of a man in a suit and bow tie, with the capt that says it ' s not",,,,,,,,,,,,,
image_1220.jpg,"a photo of a woman ' s face with the capt that reads, ' friends hate '",,,,,,,,,,,,,
image_1221.jpg,a photo of a man with glasses and a quote,,,,,,,,,,,,,
image_1222.png,a photo of a group of people talking to each other people,,,,,,,,,,,,,
image_1223.jpg,a photo of a woman with long blonde hair,,,,,,,,,,,,,
image_1224.jpg,a photo of the different types of fire,,,,,,,,,,,,,
image_1225.jpg,a photo of an older woman singing into a microphone,,,,,,,,,,,,,
image_1226.jpg,a photo of a man in a white shirt,,,,,,,,,,,,,
image_1227.jpg,a photo of a man with tattoos on his arms,,,,,,,,,,,,,
image_1228.jpg,a photo of a tweet with the text ' do women like big sexually men in new years?,,,,,,,,,,,,,
image_1229.jpg,a photo of a woman and a man in police uniforms,,,,,,,,,,,,,
image_123.png,a photo of a man sitting on a couch,,,,,,,,,,,,,
image_1230.jpg,a photo of a man with a quote on it,,,,,,,,,,,,,
image_1231.jpg,a photo of a man and woman with umbrellas,,,,,,,,,,,,,
image_1232.jpg,a photo of a man and woman sitting at a table,,,,,,,,,,,,,
image_1233.png,a photo of a person holding up a sign,,,,,,,,,,,,,
image_1234.png,a photo of a person with a quote on it,,,,,,,,,,,,,
image_1235.jpg,a photo of a pink background with the words nevertheless,,,,,,,,,,,,,
image_1236.jpg,a photo of a woman with red hair and glasses,,,,,,,,,,,,,
image_1237.png,a photo of two people sitting at a table,,,,,,,,,,,,,
image_1238.jpg,"a photo of the simpsons family with text that reads, ` ' oh don '",,,,,,,,,,,,,
image_1239.jpeg,a photo of a cartoon character wearing a witch hat,,,,,,,,,,,,,
image_124.png,a photo of a man in a suit and tie,,,,,,,,,,,,,
image_1240.jpg,a photo of a man and woman sitting at a table,,,,,,,,,,,,,
image_1241.jpeg,a photo of a woman in a black dress,,,,,,,,,,,,,
image_1242.jpg,a photo of a woman with her mouth open,,,,,,,,,,,,,
image_1243.jpg,a photo of a man in a suit and tie,,,,,,,,,,,,,
image_1244.jpg,a photo of a man with a beard,,,,,,,,,,,,,
image_1245.jpg,"a photo of two men in leather jackets, one wearing sunglasses and the other wearing a plaid shirt",,,,,,,,,,,,,
image_1246.jpg,a photo of a woman wearing a black jacket,,,,,,,,,,,,,
image_1247.jpg,a photo of a man and woman standing next to each other people,,,,,,,,,,,,,
image_1248.jpg,a photo of one does not simply because the trinity to fit your patriarch theology,,,,,,,,,,,,,
image_1249.png,a photo of a circle with the words feminist men and their consciousnesss for interivity,,,,,,,,,,,,,
image_125.jpg,a photo of a man in a suit and tie,,,,,,,,,,,,,
image_1250.png,a photo of an older man with pink hearts on his face,,,,,,,,,,,,,
image_1251.png,a photo of two people working on laptops,,,,,,,,,,,,,
image_1252.png,a photo of two women sitting at a table in front of a tv screen,,,,,,,,,,,,,
image_1253.jpg,a photo of a man with his mouth open,,,,,,,,,,,,,
image_1254.png,a photo of a woman with curly hair and a white shirt,,,,,,,,,,,,,
image_1255.jpg,a photo of a man with a hat on,,,,,,,,,,,,,
image_1256.jpg,a photo of a black and white quote with the words women support other people,,,,,,,,,,,,,
image_1257.jpg,a photo of an older woman holding a globe,,,,,,,,,,,,,
image_1258.jpg,"a photo of a woman with her mouth open and the capt says, what is the difference between between?",,,,,,,,,,,,,
image_1259.jpg,a photo of a woman holding up a sign,,,,,,,,,,,,,
image_126.jpg,a photo of two people sitting at a table,,,,,,,,,,,,,
image_1260.png,a photo of a soccer player with a quote on it,,,,,,,,,,,,,
image_1261.png,a photo of a woman smiling and wearing a hat,,,,,,,,,,,,,
image_1262.png,a photo of a person holding a piece of paper,,,,,,,,,,,,,
image_1263.jpg,a photo of a woman walking with a gun,,,,,,,,,,,,,
image_1264.jpg,"a photo of person with the capt that reads, ` ` don ' t give that dollar to be mad",,,,,,,,,,,,,
image_1265.jpg,a photo of a cartoon character with a microphone in his hand,,,,,,,,,,,,,
image_1266.jpg,a photo of two people kissing each other people,,,,,,,,,,,,,
image_1267.jpg,a photo of a man holding a plate of food,,,,,,,,,,,,,
image_1268.jpg,a photo of two sponges fighting over each other sponge,,,,,,,,,,,,,
image_1269.jpg,a photo of a man in a suit and tie,,,,,,,,,,,,,
image_127.jpg,a photo of a man in a suit and tie,,,,,,,,,,,,,
image_1270.jpg,a photo of two boys sitting in front of a computer,,,,,,,,,,,,,
image_1271.jpg,a photo of a man with no one ever asked how i was doing,,,,,,,,,,,,,
image_1272.jpg,a photo of a man in a white shirt sitting at a table,,,,,,,,,,,,,
image_1273.jpg,a photo of two children sitting in front of a book,,,,,,,,,,,,,
image_1274.jpg,"a photo of a girl with the capt that says, ` ` are we friends?? '",,,,,,,,,,,,,
image_1275.jpg,a photo of some people with different facial expressions,,,,,,,,,,,,,
image_1276.jpg,a photo of superman and superman in the same scene,,,,,,,,,,,,,
image_1277.jpg,"a photo of two cartoon characters, one of them and the other is saying something to friends",,,,,,,,,,,,,
image_1278.jpg,a photo of a man holding a glass in his hand,,,,,,,,,,,,,
image_1279.jpg,a photo of two girls wearing hats and sunglasses,,,,,,,,,,,,,
image_128.jpg,a photo of a man in a white jacket,,,,,,,,,,,,,
image_1280.jpg,a photo of a man and woman talking to each other people,,,,,,,,,,,,,
image_1281.jpg,a photo of an illustration of a dinosaur with the words ' all my friends are dead ',,,,,,,,,,,,,
image_1282.jpeg,a photo of a man laying in a bathtub,,,,,,,,,,,,,
image_1283.jpg,a photo of a man and woman sitting on a motorcycle,,,,,,,,,,,,,
image_1284.jpg,a photo of two girls in cheerleading uniforms,,,,,,,,,,,,,
image_1285.jpeg,a photo of two people standing next to each other people,,,,,,,,,,,,,
image_1286.jpg,a photo of a man with his hand on his head,,,,,,,,,,,,,
image_1287.jpg,"a photo of a cartoon character sitting in a chair with the capt that says, this is just ketch",,,,,,,,,,,,,
image_1288.png,a photo of a man sitting at a table in a restaurant,,,,,,,,,,,,,
image_1289.jpeg,a photo of a person wearing a helmet and holding a gun,,,,,,,,,,,,,
image_129.jpg,a photo of a man in a suit and tie,,,,,,,,,,,,,
image_1290.jpg,a photo of a man talking on the phone,,,,,,,,,,,,,
image_1291.jpg,a photo of a woman with four different expressions,,,,,,,,,,,,,
image_1292.jpg,a photo of a man with a flower in his hand,,,,,,,,,,,,,
image_1293.jpg,a photo of a woman with her hands up in the air,,,,,,,,,,,,,
image_1294.jpg,a photo of a man singing into a microphone,,,,,,,,,,,,,
image_1295.jpg,a photo of a child with glasses on his face,,,,,,,,,,,,,
image_1296.jpg,a photo of a person ' s hand holding a red hat,,,,,,,,,,,,,
image_1297.jpg,a photo of two circles with the words ' when you send your friends mes that they already sent,,,,,,,,,,,,,
image_1298.jpg,a photo of two women talking to each other women,,,,,,,,,,,,,
image_1299.jpg,a photo of two people sitting at a table,,,,,,,,,,,,,
image_13.png,"a photo of the face of a man in a blue shirt, with the capt that reads, i did",,,,,,,,,,,,,
image_130.png,a photo of a man in a suit with his hand on his head,,,,,,,,,,,,,
image_1300.jpg,a photo of two women standing in front of a tv screen,,,,,,,,,,,,,
image_1301.jpeg,a photo of a person sitting on a couch with a television in the background,,,,,,,,,,,,,
image_1302.jpeg,a photo of a bear with the capt that reads when you miss your best friend and there ' s nothing,,,,,,,,,,,,,
image_1303.jpg,a photo of a man and woman sitting on a couch talking to each other people,,,,,,,,,,,,,
image_1304.jpg,a photo of a man looking at his phone,,,,,,,,,,,,,
image_1305.jpg,a photo of a woman ' s ear with an ear piercing,,,,,,,,,,,,,
image_1306.jpg,a photo of a dog and a cat on a bed,,,,,,,,,,,,,
image_1307.png,a photo of two minions with the words best friends,,,,,,,,,,,,,
image_1308.jpg,a photo of a man talking on the phone,,,,,,,,,,,,,
image_1309.jpg,a photo of two women standing next to each other women,,,,,,,,,,,,,
image_131.jpg,a photo of a man sitting on a couch with an image of the sm and smt,,,,,,,,,,,,,
image_1310.jpg,a photo of buzz and buzz from toy story,,,,,,,,,,,,,
image_1311.jpg,a photo of a girl pushing a yellow suitcase,,,,,,,,,,,,,
image_1312.jpeg,a photo of two women in wedding dresses,,,,,,,,,,,,,
